,id,created_at,updated_at,timestamp,sensor_id,sensor_value,isanalyzed,count,time_since_boot,status_bin
0,4671949,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:30:59.044565+00,45600,0,t,3566,-1807593416,1111111111101111
1,4671950,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:31:01.024535+00,45598,0,t,3567,-1807591436,1111111111101011
2,4671953,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:31:09.641081+00,45600,1,t,3568,-1807582819,1111111111111011
3,4671973,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:31:36.449704+00,45570,0,t,11862,-514248193,1111111111011111
4,4671980,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:31:40.837044+00,45569,0,t,11863,-514243805,1111111111001111
5,4672002,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:31:47.161369+00,45570,1,t,11864,-514237481,1111111111101111
6,4672018,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:31:51.679305+00,45569,1,t,11865,-514232964,1111111111111111
7,4672020,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:31:59.57722+00,45598,1,t,3570,-1807532883,1111111111101111
8,4672021,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:31:59.57722+00,45600,0,t,3570,-1807532883,1111111111101111
9,4672026,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:31:53.444036+00,45598,0,t,3569,-1807539016,1111111111101011
10,4672032,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:32:24.065455+00,45572,0,t,11866,-514200577,1111111101111111
11,4672035,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:32:28.407785+00,45571,0,t,11867,-514196235,1111111100111111
12,4672048,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:32:35.553923+00,45572,1,t,11868,-514189089,1111111110111111
13,4672081,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:32:40.025315+00,45571,1,t,11869,-514184617,1111111111111111
14,4672091,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:32:48.968617+00,45598,1,t,3571,-1807483492,1111111111111111
15,4672092,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:32:48.968617+00,45600,1,t,3571,-1807483492,1111111111111111
16,4672106,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:33:11.90972+00,45600,0,t,3572,-1807460551,1111111111101111
17,4672121,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:33:19.212697+00,45571,0,t,11871,-514145430,1111111100111111
18,4672122,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:33:19.212697+00,45572,0,t,11871,-514145430,1111111100111111
19,4672123,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:33:14.871284+00,45571,1,t,11870,-514149771,1111111101111111
20,4672135,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:33:26.066556+00,45571,0,t,11872,-514138576,1111111110111111
21,4672136,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:33:26.066556+00,45572,1,t,11872,-514138576,1111111110111111
22,4672146,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:33:30.532007+00,45571,1,t,11873,-514134111,1111111111111111
23,4672148,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:33:38.608356+00,45600,1,t,3573,-1807433852,1111111111111111
24,4672193,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:34:06.183811+00,45568,0,t,11874,-514098459,1111111111110111
25,4672195,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:34:10.54017+00,45567,0,t,11875,-514094103,1111111111110011
26,4672200,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:34:11.62024+00,45568,1,t,11876,-514093023,1111111111111011
27,4672201,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:34:21.701062+00,45567,1,t,11877,-514083304,1111111111111111
28,4672636,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:40:22.007483+00,45569,0,t,11878,-513722636,1111111111101111
29,4672662,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:40:26.381909+00,45570,0,t,11879,-513718262,1111111111001111
30,4672663,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:40:27.368754+00,45569,1,t,11880,-513717275,1111111111011111
31,4672670,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:40:31.738343+00,45570,1,t,11881,-513712905,1111111111111111
32,4672684,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:41:01.363749+00,45597,0,t,3574,-1806991097,1111111111111101
33,4672691,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:41:11.552084+00,45597,1,t,3575,-1806980909,1111111111111111
34,4672751,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:42:12.86169+00,45571,0,t,11882,-513611782,1111111110111111
35,4672757,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:42:17.189043+00,45572,0,t,11883,-513607455,1111111100111111
36,4672759,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:42:18.273139+00,45571,1,t,11884,-513606371,1111111101111111
37,4672769,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:42:26.180061+00,45572,1,t,11885,-513598464,1111111111111111
38,4672818,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:42:54.812455+00,45597,0,t,3576,-1806877649,1111111111111101
39,4672819,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:43:04.965701+00,45597,1,t,3577,-1806867496,1111111111111111
40,4672948,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:45:05.757731+00,45598,0,t,3578,-1806746704,1111111111111011
41,4672970,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:45:15.311267+00,45598,1,t,3579,-1806737150,1111111111111111
42,4673025,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:45:40.458796+00,45570,0,t,11886,-513404186,1111111111011111
43,4673028,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:45:44.803176+00,45569,0,t,11887,-513399841,1111111111001111
44,4673034,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:45:45.831119+00,45570,1,t,11888,-513398813,1111111111101111
45,4673036,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:45:50.576531+00,11-0,0,t,3580,-1806701885,1111111111111110
46,4673037,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:45:55.599211+00,45569,1,t,11889,-513389046,1111111111111111
47,4673038,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:45:58.364375+00,45598,0,t,3581,-1806694097,1111111111111010
48,4673039,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:46:08.30723+00,11-0,1,t,3582,-1806684154,1111111111111011
49,4673040,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:46:32.977314+00,45568,0,t,11890,-513351667,1111111111110111
50,4673041,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:46:37.3899+00,45567,0,t,11891,-513347255,1111111111110011
51,4673042,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:46:38.258341+00,11-0,0,t,3583,-1806654203,1111111111111010
52,4673043,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:46:38.542969+00,45568,1,t,11892,-513346102,1111111111111011
53,4673044,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:46:48.34784+00,45567,1,t,11893,-513336297,1111111111111111
54,4673051,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:46:56.868892+00,45598,1,t,3584,-1806635593,1111111111111110
55,4673064,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:47:20.478103+00,45574,0,t,11894,-513304167,1111110111111111
56,4673065,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:47:24.867456+00,45573,0,t,11895,-513299777,1111110001111111
57,4673067,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:47:25.917526+00,45574,1,t,11896,-513298727,1111111011111111
58,4673072,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:47:36.194777+00,45573,1,t,11897,-513288450,1111111111111111
59,4673084,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:47:41.21836+00,11-0,1,t,3585,-1806591243,1111111111111111
60,4673153,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:48:04.293277+00,45572,0,t,11898,-513260359,1111111101111111
61,4673191,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:48:08.669348+00,45571,0,t,11899,-513255976,1111111100111111
62,4673193,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:48:20.011702+00,45571,1,t,11901,-513244633,1111111111111111
63,4673194,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:48:20.011702+00,45572,1,t,11901,-513244633,1111111111111111
64,4673195,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:48:15.501225+00,45571,0,t,11900,-513249144,1111111110111111
65,4673273,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:48:53.96277+00,45569,0,t,11902,-513210682,1111111111101111
66,4673274,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:48:53.96277+00,45571,1,t,11902,-513210682,1111111111101111
67,4673275,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:48:58.310195+00,45570,0,t,11903,-513206335,1111111111001111
68,4673276,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:48:59.248065+00,45569,1,t,11904,-513205397,1111111111011111
69,4673277,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:49:03.588515+00,45570,1,t,11905,-513201057,1111111111111111
70,4673303,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:49:36.142425+00,45601,0,t,3586,-1806476320,1111111111011111
71,4673321,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:49:46.312565+00,45601,1,t,3587,-1806466149,1111111111111111
72,4673499,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:52:29.095375+00,45567,0,t,11906,-512995550,1111111111111011
73,4673526,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:52:33.495892+00,45568,0,t,11907,-512991150,1111111111110011
74,4673531,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:52:34.550932+00,45567,1,t,11908,-512990095,1111111111110111
75,4673532,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:52:46.069465+00,45568,1,t,11909,-512978576,1111111111111111
76,4673582,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:53:18.23088+00,45599,0,t,3588,-1806254231,1111111111110111
77,4673583,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:53:28.529184+00,45599,1,t,3589,-1806243933,1111111111111111
78,4673670,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:54:53.756427+00,45571,0,t,11910,-512850889,1111111110111111
79,4673680,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:55:03.955676+00,45571,1,t,11912,-512840690,1111111101111111
80,4673681,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:55:03.955676+00,45572,0,t,11912,-512840690,1111111101111111
81,4673682,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:54:58.1238+00,45571,0,t,11911,-512846522,1111111100111111
82,4673686,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:55:08.46626+00,45571,1,t,11913,-512836180,1111111111111111
83,4673687,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:55:08.46626+00,45572,1,t,11913,-512836180,1111111111111111
84,4673698,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:55:31.291105+00,45600,0,t,3590,-1806121171,1111111111101111
85,4673717,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:55:37.300172+00,45597,0,t,3591,-1806115162,1111111111101101
86,4673758,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:55:49.052056+00,45597,1,t,3593,-1806103411,1111111111111111
87,4673759,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:55:49.052056+00,45600,1,t,3593,-1806103411,1111111111111111
88,4673768,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:55:47.478386+00,45600,0,t,3592,-1806104984,1111111111101111
89,4673780,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:55:57.184145+00,11-0,0,t,3594,-1806095278,1111111111111110
90,4673781,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:55:57.184145+00,45600,1,t,3594,-1806095278,1111111111111110
91,4673786,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:56:15.025941+00,45572,0,t,11914,-512769620,1111111101111111
92,4673787,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:56:19.366193+00,45571,0,t,11915,-512765280,1111111100111111
93,4673788,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:56:26.195989+00,45572,1,t,11916,-512758450,1111111110111111
94,4673789,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:56:29.986053+00,45600,0,t,3595,-1806062477,1111111111101110
95,4673790,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:56:30.692638+00,45571,1,t,11917,-512753954,1111111111111111
96,4673791,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:56:36.367335+00,11-0,1,t,3596,-1806056095,1111111111101111
97,4673803,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:57:00.015021+00,45570,0,t,11918,-512724631,1111111111011111
98,4673809,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:57:04.351349+00,45569,0,t,11919,-512720295,1111111111001111
99,4673810,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:57:05.448463+00,45570,1,t,11920,-512719198,1111111111101111
100,4673816,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:57:15.386466+00,45569,1,t,11921,-512709260,1111111111111111
101,4673867,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:57:24.285296+00,45600,1,t,3597,-1806008177,1111111111111111
102,4673919,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:57:51.828967+00,45568,0,t,11922,-512672817,1111111111110111
103,4673920,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:57:56.183335+00,45567,0,t,11923,-512668463,1111111111110011
104,4673928,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:57:57.111345+00,45573,0,t,11924,-512667535,1111111011110011
105,4673929,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:57:57.252337+00,45568,1,t,11925,-512667394,1111111011111011
107,4673945,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:58:02.658861+00,45573,1,t,11927,-512661988,1111110111111011
108,4673946,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:58:02.658861+00,45574,0,t,11927,-512661988,1111110111111011
106,4673957,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:58:01.462657+00,45573,0,t,11926,-512663184,1111110011111011
109,4673962,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:58:08.324986+00,45567,1,t,11929,-512656322,1111111111111111
111,4673963,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:58:08.324986+00,45573,1,t,11929,-512656322,1111111111111111
112,4673964,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:58:08.324986+00,45574,1,t,11929,-512656322,1111111111111111
110,4673966,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:58:06.904113+00,45574,0,t,11928,-512657742,1111110111111111
113,4673972,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:58:36.179208+00,45597,0,t,3598,-1805936284,1111111111111101
114,4673973,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:58:40.236376+00,11-0,0,t,3599,-1805932226,1111111111111100
115,4673974,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:58:46.350444+00,45597,1,t,3600,-1805926112,1111111111111110
116,4674064,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:59:51.572958+00,45571,0,t,11931,-512553074,1111111100111111
117,4674065,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:59:51.572958+00,45572,0,t,11931,-512553074,1111111100111111
118,4674066,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:59:51.572958+00,45574,1,t,11931,-512553074,1111111100111111
119,4674067,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:59:52.743177+00,45571,1,t,11932,-512551903,1111111101111111
120,4674089,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:59:47.241711+00,45571,0,t,11930,-512557405,1111111110111111
121,4674090,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-14 23:59:47.241711+00,45572,1,t,11930,-512557405,1111111110111111
122,4674141,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:00:00.619097+00,45571,1,t,11933,-512544028,1111111111111111
123,4674170,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:00:29.266637+00,45597,0,t,3601,-1805823196,1111111111111100
124,4674172,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:00:39.41281+00,45597,1,t,3602,-1805813050,1111111111111110
125,4674173,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:00:39.51988+00,11-0,1,t,3603,-1805812943,1111111111111111
126,4674236,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:01:02.427927+00,45572,0,t,11934,-512482219,1111111101111111
127,4674243,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:01:07.928556+00,45571,0,t,11936,-512476718,1111111110111111
128,4674244,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:01:07.928556+00,45572,1,t,11936,-512476718,1111111110111111
129,4674246,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:01:18.275988+00,45571,1,t,11937,-512466371,1111111111111111
130,4674249,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:01:06.757321+00,45571,0,t,11935,-512477889,1111111100111111
131,4674250,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:01:06.757321+00,45572,0,t,11935,-512477889,1111111100111111
132,4675225,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:13:14.912365+00,45571,1,t,11941,-511749736,1111111111111111
133,4675226,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:13:14.912365+00,45572,1,t,11941,-511749736,1111111111111111
134,4675246,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:13:05.288646+00,45571,0,t,11938,-511759360,1111111110111111
135,4675282,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:13:10.571953+00,45571,1,t,11940,-511754077,1111111101111111
136,4675283,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:13:10.571953+00,45572,0,t,11940,-511754077,1111111101111111
137,4675317,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:13:45.49903+00,45599,0,t,3604,-1805026965,1111111111110111
138,4675318,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:13:55.774418+00,45599,1,t,3605,-1805016690,1111111111111111
139,4675510,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:15:05.425129+00,45598,0,t,3606,-1804947039,1111111111111011
140,4675537,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:15:27.36213+00,11-0,0,t,3607,-1804925102,1111111111111010
141,4675538,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:15:35.562262+00,45598,1,t,3608,-1804916902,1111111111111110
142,4675557,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:16:00.76461+00,45570,0,t,11942,-511583884,1111111111011111
143,4675558,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:16:00.76461+00,45572,1,t,11942,-511583884,1111111111011111
144,4675574,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:16:05.104937+00,45569,0,t,11943,-511579544,1111111111001111
145,4675583,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:16:06.133861+00,45570,1,t,11944,-511578515,1111111111101111
146,4675611,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:16:22.733504+00,11-0,1,t,3609,-1804869731,1111111111111111
147,4675614,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:16:15.985835+00,45569,1,t,11945,-511568663,1111111111111111
148,4675639,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:16:44.860727+00,45574,0,t,11946,-511539788,1111110111111111
149,4675640,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:16:49.240148+00,45573,0,t,11947,-511535409,1111110011111111
150,4675644,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:16:50.257248+00,45574,1,t,11948,-511534392,1111111011111111
151,4675653,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:17:00.376308+00,45573,1,t,11949,-511524273,1111111111111111
152,4675668,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:17:10.830697+00,45598,0,t,3610,-1804821634,1111111111111011
153,4675738,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:17:28.627565+00,45598,1,t,3611,-1804803837,1111111111111111
154,4675811,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:17:54.764847+00,45568,0,t,11950,-511469884,1111111111110111
155,4675812,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:17:59.114119+00,45567,0,t,11951,-511465535,1111111111110011
156,4675826,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:18:05.518645+00,45568,1,t,11952,-511459131,1111111111111011
157,4675874,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:18:10.027165+00,45567,1,t,11953,-511454622,1111111111111111
158,4675964,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:19:13.077188+00,45600,0,t,3612,-1804699388,1111111111101111
159,4676045,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:19:34.026194+00,45600,1,t,3613,-1804678439,1111111111111111
160,4676055,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:20:05.033486+00,45569,0,t,11955,-511339616,1111111111001111
161,4676056,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:20:05.033486+00,45570,0,t,11955,-511339616,1111111111001111
162,4676060,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:20:06.116559+00,45570,1,t,11956,-511338533,1111111111101111
163,4676062,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:20:00.688059+00,45569,1,t,11954,-511343962,1111111111011111
164,4676063,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:20:00.688059+00,45570,0,t,11954,-511343962,1111111111011111
165,4676064,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:20:15.723139+00,45570,1,t,11957,-511328926,1111111111111111
166,4676085,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:20:26.663868+00,45598,0,t,3614,-1804625801,1111111111111011
167,4676086,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:20:33.970453+00,45573,0,t,11958,-511310679,1111111011111111
168,4676087,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 00:20:38.318848+00,45574,0,t,11959,-511306331,1111110011111111
